date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 15,15,prop,prop 15.html,general,California's Proposition 15 Would Undo Limits on Commercial ...,"1 day ago — The measure, known as Proposition 15, wouldn't apply to residential property, allowing homeowners to continue to enjoy the state's longstanding ...",https://www.wsj.com/articles/californias-proposition-15-would-undo-limits-on-commercial-property-taxes-11603803604,6,
10/28/2020,prop 15,15,prop,prop 15.html,general,"Opinion: Vote no on Prop. 15, the misleading property tax ...","Oct 9, 2020 — Proposition 15, one of 12 statewide measures on the November 3 ballot, deserves your attention. Its objective is simple — it's the most serious ...",https://www.mercurynews.com/opinion-prop-15,7,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,Proposition 16: Reinstating affirmative action | CalMatters,"What would Proposition 16 do? Restore affirmative action in California — meaning universities and government offices could factor in someone's race, gender or ...",https://calmatters.org/election-2020-guide/proposition-16-affirmative-action/,0,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,Prop. 16 analysis: How has UC diversity evolved over time ...,"6 days ago — With Proposition 16 on the ballot this year, California voters will decide once again whether to permit the state to use affirmative action based ...",https://www.latimes.com/projects/prop-16-uc-diversity-evolution/,1,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,Proposition 16 | Official Voter Information Guide | California ...,"LEGISLATIVE CONSTITUTIONAL AMENDMENT. SUMMARY. Put on the Ballot by the Legislature. Permits government decision-making policies to consider race, ...",https://voterguide.sos.ca.gov/propositions/16/,2,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,"California Proposition 16, Repeal Proposition 209 Affirmative ...",Jump to What do discrimination and preferential treatment mean within ... — What do discrimination and preferential treatment mean within the context of ...,"https://ballotpedia.org/California_Proposition_16,_Repeal_Proposition_209_Affirmative_Action_Amendment_(2020)",3,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,2020 California Proposition 16 - Wikipedia,"Jump to Legislative analysis — The study found “Proposition 209 instigated a dramatic change in UC admissions policy, with underrepresented group (URG) ...Assembly voted: 2020-06-10 (60-14)Status: Sent to ballotSenate voted: 2020-06-24 (30-10)Sponsor(s): Weber, ‎Gipson‎, and ‎Santiago‎",https://en.wikipedia.org/wiki/2020_California_Proposition_16,4,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,California Prop. 16 explained: Here's a voter's guide for the ...,"Sep 22, 2020 — That's the question at the heart of Proposition 16 on the November statewide ballot. The measure brings back affirmative action to California, ...",https://abc7.com/california-prop-16-prop16-explained-ca-prob-2020-what-is/6506762/,5,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,Prop. 16: Why is affirmative action measure struggling in woke ...,"6 days ago — Prop. 16 campaign pollster David Binder is more optimistic, citing an internal poll that he ... Democrats Explain How They Will Win California.",https://www.sfchronicle.com/politics/article/Racial-justice-movement-struggling-to-translate-15665862.php,6,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,"Prop 16, pros and cons: Bringing back affirmative action ...","California's Proposition 16 is on the ballot to amend the 1996 Proposition 209 and legalize ... What does a ...Oct 5, 2020",https://www.abc10.com/article/news/politics/elections/california-prop-16-affirmative-action/103-b4c2d4b9-acbd-40eb-acbb-c8306da2006e,7,
10/28/2020,prop 16 explained,16,explained,prop 16 explained.html,general,Frank Xu: Why you should vote no on Prop. 16 and reject ...,"Sep 15, 2020 — Commentary: Why you should vote no on Prop. 16 and reject racial preferences in California. Students wait in line to cast their ballot at a polling ...",https://www.sandiegouniontribune.com/opinion/commentary/story/2020-09-15/no-on-proposition-16-affirmative-action,8,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,"California Proposition 16, Repeal Proposition 209 Affirmative ...","A ""no"" vote opposes this constitutional amendment, thereby keeping Proposition 209 (1996), which stated that the government and public institutions cannot ...‎Proposition 209 · ‎Ling Ling Chang · ‎Shirley Weber · ‎Ward Connerly","https://ballotpedia.org/California_Proposition_16,_Repeal_Proposition_209_Affirmative_Action_Amendment_(2020)",0,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,Proposition 16: Reinstating affirmative action | CalMatters,"The practice has been illegal in California since 1996, when voters approved another proposition that banned affirmative action. Prop. 16 would reverse that vote.",https://calmatters.org/election-2020-guide/proposition-16-affirmative-action/,1,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,Proposition 16 | Official Voter Information Guide | California ...,"WHAT YOUR VOTE MEANS. YES A YES vote on this measure means: State and local entities could consider race, sex, color, ethnicity, and national origin in ...‎Proposition 17 · ‎Arguments and Rebuttals · ‎Analysis · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/16/,2,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,"Opinion | Californians, Vote Yes on Prop 16 - The New York ...","20 hours ago — Californians, Vote Yes on Prop 16. Banning any consideration of race, gender or ethnicity in public university admissions and public contracting ...",https://www.nytimes.com/2020/10/27/opinion/california-prop-16-affirmative-action.html,3,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,Vote Yes On Prop 16 to level the playing field for all Californians,Prop 16 would end the ban on affirmative action and level the playing field for ALL Californians. Learn more and vote YES on Prop 16.‎Why Prop 16? · ‎Vote · ‎Endorsements · ‎News,https://voteyesonprop16.org/,4,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,California Prop. 16 explained: Here's a voter's guide for the ...,"If approved, Prop. 16 would repeal Proposition 209, which California voters approved in 1996. That measure ...Sep 22, 2020",https://abc30.com/california-prop-16-prop16-explained-ca-prob-2020-what-is/6506762/,5,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,2020 California Proposition 16 - Wikipedia,"Proposition 16 is a California ballot proposition that will appear on the November 3, 2020 ... In June 2020, the California State Legislature passed ACA 5 on a mostly party-line vote, voting 60-14 on June 10 in the Assembly and 30-10 on June ...Assembly voted: 2020-06-10 (60-14)Status: Sent to ballotSenate voted: 2020-06-24 (30-10)Sponsor(s): Weber, ‎Gipson‎, and ‎Santiago‎",https://en.wikipedia.org/wiki/2020_California_Proposition_16,6,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,Election Guide: Proposition 16 Asks California Voters to ...,"Oct 4, 2020 — California was the first state to adopt a constitutional ban on race and sex based affirmative action receiving over 54% of the vote.",https://www.nbcbayarea.com/news/local/election-guide-proposition-16-asks-california-voters-to-amend-state-constitution/2373340/,7,
10/28/2020,prop 16 how to vote,16,how to vote,prop 16 how to vote.html,general,"Poll: California's Prop. 16 in deep trouble, Prop. 22 and Prop ...","2 days ago — A rideshare driver holds up a sign supporting a ""no"" vote on Prop. 22 in ... In addition, the poll finds that Proposition 16, which would allow race, ...",https://www.sfgate.com/politics/article/Poll-California-Prop-16-15-21-22-Uber-rent-control-15675508.php,8,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,ad,Vote Yes on 15 - $12B for Schools & Communities - yes15.org,Prop 15 is a balanced reform that closes property tax loopholes for wealthy corporations,"http://yes15.org/,https://www.yes15.org/",0,Paid for by SCHOOLS AND COMMUNITIES FIRST
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,"Opinion | Californians, Vote Yes on Prop 16 - The New York ...","20 hours ago — Proposition 16 aims to reverse Proposition 209, a measure that ... government's more than 600,000 yearly private contracts is no small matter.",https://www.nytimes.com/2020/10/27/opinion/california-prop-16-affirmative-action.html,0,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,"California Proposition 16, Repeal Proposition 209 Affirmative ...","A ""yes"" vote supports this constitutional amendment to repeal Proposition 209 (1996), ... A ""no"" vote opposes this constitutional amendment, thereby keeping ...‎Proposition 209 · ‎Ling Ling Chang · ‎Shirley Weber · ‎Ward Connerly","https://ballotpedia.org/California_Proposition_16,_Repeal_Proposition_209_Affirmative_Action_Amendment_(2020)",1,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,Proposition 16 | Official Voter Information Guide | California ...,"VOTE NO. FOR ADDITIONAL INFORMATION. FOR. Yes on 16, Opportunity for All Coalition: 1901 Harrison Street, Suite 1550 ...",https://voterguide.sos.ca.gov/propositions/16/,2,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,"California law bans affirmative action, but that could change ...","2 days ago — Prop 16, one of a dozen propositions before voters this election ... The Yes on 16 campaign has raised nearly $13 million, while the No on 16 ...",https://www.usatoday.com/story/news/nation/2020/10/26/california-law-bans-affirmative-action-but-could-change-nov-3/3714505001/,3,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,Truth Be Told: A look at affirmative action and Yes on Prop. 16 ...,"Oct 12, 2020 — Proposition 16 takes on the issue of affirmative action, which has been ... Truth Be Told: A look at affirmative action and Yes on Prop. 16 ads ... and that is certainly an opinion, but it is certainly not a verifiable fact,” Eaton said.",https://www.10news.com/news/election-2020/truth-be-told-a-look-at-affirmative-action-and-yes-on-prop-16-ads,4,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,Why is the affirmative action ballot measure trailing? | CalMatters,"Oct 21, 2020 — ... hasn't translated to a commanding lead for the Yes on Prop. 16. ... they'd vote for Prop. 16. The rest were either unsure or would vote no.",https://calmatters.org/education/2020/10/prop-16-affirmative-action-trailing/,5,
10/28/2020,prop 16 yes or no,16,yes or no,prop 16 yes or no.html,general,2020 California Proposition 16 - Wikipedia,"Proposition 16 is a California ballot proposition that will appear on the November 3, 2020 ... In 2014, California Senate Constitutional Amendment No. ... The Opportunity for All Coalition, also known as Yes on Prop 16, is leading the campaign ...Assembly voted: 2020-06-10 (60-14)Status: Sent to ballotSenate voted: 2020-06-24 (30-10)Sponsor(s): Weber, ‎Gipson‎, and ‎Santiago‎",https://en.wikipedia.org/wiki/2020_California_Proposition_16,6,
